"citizen","agedef","age","unit","sex","geo","time","values"
"UK","REACH","UNK","NR","M","IS",2011-01-01,0
"UK","REACH","UNK","NR","M","IT",2011-01-01,0
"UK","REACH","UNK","NR","M","LI",2011-01-01,0
"UK","REACH","UNK","NR","M","PT",2011-01-01,0
"UK","REACH","UNK","NR","M","SK",2011-01-01,0
"UK","REACH","UNK","NR","T","BE",2011-01-01,0
"UK","REACH","UNK","NR","T","CH",2011-01-01,0
"UK","REACH","UNK","NR","T","CY",2011-01-01,0
"UK","REACH","UNK","NR","T","DK",2011-01-01,0
"UK","REACH","UNK","NR","T","EE",2011-01-01,0
"UK","REACH","UNK","NR","T","EL",2011-01-01,0
"UK","REACH","UNK","NR","T","FI",2011-01-01,0
"UK","REACH","UNK","NR","T","FR",2011-01-01,1
"UK","REACH","UNK","NR","T","HR",2011-01-01,0
"UK","REACH","UNK","NR","T","HU",2011-01-01,0
"UK","REACH","UNK","NR","T","IE",2011-01-01,0
"UK","REACH","UNK","NR","T","IS",2011-01-01,0
"UK","REACH","UNK","NR","T","IT",2011-01-01,0
"UK","REACH","UNK","NR","T","LI",2011-01-01,0
"UK","REACH","UNK","NR","T","PT",2011-01-01,0
"UK","REACH","UNK","NR","T","SK",2011-01-01,0
"UK","REACH","Y10-14","NR","F","BE",2011-01-01,2
"UK","REACH","Y10-14","NR","F","CH",2011-01-01,13
"UK","REACH","Y10-14","NR","F","CY",2011-01-01,5
"UK","REACH","Y10-14","NR","F","DE",2011-01-01,7
"UK","REACH","Y10-14","NR","F","DK",2011-01-01,0
"UK","REACH","Y10-14","NR","F","EE",2011-01-01,0
"UK","REACH","Y10-14","NR","F","EL",2011-01-01,0
"UK","REACH","Y10-14","NR","F","FI",2011-01-01,0
"UK","REACH","Y10-14","NR","F","FR",2011-01-01,16
"UK","REACH","Y10-14","NR","F","HR",2011-01-01,0
"UK","REACH","Y10-14","NR","F","HU",2011-01-01,0
"UK","REACH","Y10-14","NR","F","IE",2011-01-01,0
"UK","REACH","Y10-14","NR","F","IS",2011-01-01,0
"UK","REACH","Y10-14","NR","F","IT",2011-01-01,0
"UK","REACH","Y10-14","NR","F","LI",2011-01-01,0
"UK","REACH","Y10-14","NR","F","LU",2011-01-01,0
"UK","REACH","Y10-14","NR","F","NL",2011-01-01,1
"UK","REACH","Y10-14","NR","F","PT",2011-01-01,0
"UK","REACH","Y10-14","NR","F","SE",2011-01-01,3
"UK","REACH","Y10-14","NR","F","SI",2011-01-01,0
"UK","REACH","Y10-14","NR","F","SK",2011-01-01,0
"UK","REACH","Y10-14","NR","M","BE",2011-01-01,3
"UK","REACH","Y10-14","NR","M","CH",2011-01-01,12
"UK","REACH","Y10-14","NR","M","CY",2011-01-01,9
"UK","REACH","Y10-14","NR","M","DE",2011-01-01,6
"UK","REACH","Y10-14","NR","M","DK",2011-01-01,1
"UK","REACH","Y10-14","NR","M","EE",2011-01-01,0
"UK","REACH","Y10-14","NR","M","EL",2011-01-01,0
"UK","REACH","Y10-14","NR","M","FI",2011-01-01,2
"UK","REACH","Y10-14","NR","M","FR",2011-01-01,10
"UK","REACH","Y10-14","NR","M","HR",2011-01-01,1
"UK","REACH","Y10-14","NR","M","HU",2011-01-01,1
"UK","REACH","Y10-14","NR","M","IE",2011-01-01,0
"UK","REACH","Y10-14","NR","M","IS",2011-01-01,0
"UK","REACH","Y10-14","NR","M","IT",2011-01-01,0
"UK","REACH","Y10-14","NR","M","LI",2011-01-01,0
"UK","REACH","Y10-14","NR","M","LU",2011-01-01,0
"UK","REACH","Y10-14","NR","M","NO",2011-01-01,1
"UK","REACH","Y10-14","NR","M","PT",2011-01-01,2
"UK","REACH","Y10-14","NR","M","SE",2011-01-01,6
"UK","REACH","Y10-14","NR","M","SI",2011-01-01,0
"UK","REACH","Y10-14","NR","M","SK",2011-01-01,0
"UK","REACH","Y10-14","NR","T","BE",2011-01-01,5
"UK","REACH","Y10-14","NR","T","CH",2011-01-01,25
"UK","REACH","Y10-14","NR","T","CY",2011-01-01,14
"UK","REACH","Y10-14","NR","T","DE",2011-01-01,13
"UK","REACH","Y10-14","NR","T","DK",2011-01-01,1
"UK","REACH","Y10-14","NR","T","EE",2011-01-01,0
"UK","REACH","Y10-14","NR","T","EL",2011-01-01,0
"UK","REACH","Y10-14","NR","T","FI",2011-01-01,2
"UK","REACH","Y10-14","NR","T","FR",2011-01-01,26
"UK","REACH","Y10-14","NR","T","HR",2011-01-01,1
"UK","REACH","Y10-14","NR","T","HU",2011-01-01,1
"UK","REACH","Y10-14","NR","T","IE",2011-01-01,0
"UK","REACH","Y10-14","NR","T","IS",2011-01-01,0
"UK","REACH","Y10-14","NR","T","IT",2011-01-01,0
"UK","REACH","Y10-14","NR","T","LI",2011-01-01,0
"UK","REACH","Y10-14","NR","T","LU",2011-01-01,0
"UK","REACH","Y10-14","NR","T","NL",2011-01-01,1
"UK","REACH","Y10-14","NR","T","NO",2011-01-01,1
"UK","REACH","Y10-14","NR","T","PT",2011-01-01,2
"UK","REACH","Y10-14","NR","T","SE",2011-01-01,9
"UK","REACH","Y10-14","NR","T","SI",2011-01-01,0
"UK","REACH","Y10-14","NR","T","SK",2011-01-01,0
"UK","REACH","Y15-19","NR","F","BE",2011-01-01,2
"UK","REACH","Y15-19","NR","F","CH",2011-01-01,26
"UK","REACH","Y15-19","NR","F","CY",2011-01-01,21
"UK","REACH","Y15-19","NR","F","DE",2011-01-01,18
"UK","REACH","Y15-19","NR","F","DK",2011-01-01,1
"UK","REACH","Y15-19","NR","F","EE",2011-01-01,0
"UK","REACH","Y15-19","NR","F","EL",2011-01-01,0
"UK","REACH","Y15-19","NR","F","FI",2011-01-01,0
"UK","REACH","Y15-19","NR","F","FR",2011-01-01,25
"UK","REACH","Y15-19","NR","F","HR",2011-01-01,0
"UK","REACH","Y15-19","NR","F","HU",2011-01-01,0
"UK","REACH","Y15-19","NR","F","IE",2011-01-01,2
"UK","REACH","Y15-19","NR","F","IS",2011-01-01,0
"UK","REACH","Y15-19","NR","F","IT",2011-01-01,4
"UK","REACH","Y15-19","NR","F","LI",2011-01-01,0
"UK","REACH","Y15-19","NR","F","LU",2011-01-01,1
"UK","REACH","Y15-19","NR","F","NL",2011-01-01,4
"UK","REACH","Y15-19","NR","F","NO",2011-01-01,1
"UK","REACH","Y15-19","NR","F","PT",2011-01-01,1
"UK","REACH","Y15-19","NR","F","SE",2011-01-01,13
"UK","REACH","Y15-19","NR","F","SI",2011-01-01,0
"UK","REACH","Y15-19","NR","F","SK",2011-01-01,0
"UK","REACH","Y15-19","NR","M","BE",2011-01-01,3
"UK","REACH","Y15-19","NR","M","CH",2011-01-01,19
"UK","REACH","Y15-19","NR","M","CY",2011-01-01,18
"UK","REACH","Y15-19","NR","M","DE",2011-01-01,9
"UK","REACH","Y15-19","NR","M","DK",2011-01-01,3
"UK","REACH","Y15-19","NR","M","EE",2011-01-01,0
"UK","REACH","Y15-19","NR","M","EL",2011-01-01,0
"UK","REACH","Y15-19","NR","M","FI",2011-01-01,0
"UK","REACH","Y15-19","NR","M","FR",2011-01-01,32
"UK","REACH","Y15-19","NR","M","HR",2011-01-01,0
"UK","REACH","Y15-19","NR","M","HU",2011-01-01,0
"UK","REACH","Y15-19","NR","M","IE",2011-01-01,1
"UK","REACH","Y15-19","NR","M","IS",2011-01-01,0
"UK","REACH","Y15-19","NR","M","IT",2011-01-01,4
"UK","REACH","Y15-19","NR","M","LI",2011-01-01,0
"UK","REACH","Y15-19","NR","M","LU",2011-01-01,1
"UK","REACH","Y15-19","NR","M","NL",2011-01-01,5
"UK","REACH","Y15-19","NR","M","NO",2011-01-01,3
"UK","REACH","Y15-19","NR","M","PT",2011-01-01,1
"UK","REACH","Y15-19","NR","M","SE",2011-01-01,8
"UK","REACH","Y15-19","NR","M","SI",2011-01-01,0
"UK","REACH","Y15-19","NR","M","SK",2011-01-01,0
"UK","REACH","Y15-19","NR","T","BE",2011-01-01,5
"UK","REACH","Y15-19","NR","T","CH",2011-01-01,45
"UK","REACH","Y15-19","NR","T","CY",2011-01-01,39
"UK","REACH","Y15-19","NR","T","DE",2011-01-01,27
"UK","REACH","Y15-19","NR","T","DK",2011-01-01,4
"UK","REACH","Y15-19","NR","T","EE",2011-01-01,0
"UK","REACH","Y15-19","NR","T","EL",2011-01-01,0
"UK","REACH","Y15-19","NR","T","FI",2011-01-01,0
"UK","REACH","Y15-19","NR","T","FR",2011-01-01,57
"UK","REACH","Y15-19","NR","T","HR",2011-01-01,0
"UK","REACH","Y15-19","NR","T","HU",2011-01-01,0
"UK","REACH","Y15-19","NR","T","IE",2011-01-01,3
"UK","REACH","Y15-19","NR","T","IS",2011-01-01,0
"UK","REACH","Y15-19","NR","T","IT",2011-01-01,8
"UK","REACH","Y15-19","NR","T","LI",2011-01-01,0
"UK","REACH","Y15-19","NR","T","LU",2011-01-01,2
"UK","REACH","Y15-19","NR","T","NL",2011-01-01,9
"UK","REACH","Y15-19","NR","T","NO",2011-01-01,4
"UK","REACH","Y15-19","NR","T","PT",2011-01-01,2
"UK","REACH","Y15-19","NR","T","SE",2011-01-01,21
"UK","REACH","Y15-19","NR","T","SI",2011-01-01,0
"UK","REACH","Y15-19","NR","T","SK",2011-01-01,0
"UK","REACH","Y15-64","NR","F","BE",2011-01-01,31
"UK","REACH","Y15-64","NR","F","CH",2011-01-01,136
"UK","REACH","Y15-64","NR","F","CY",2011-01-01,195
"UK","REACH","Y15-64","NR","F","DE",2011-01-01,118
"UK","REACH","Y15-64","NR","F","DK",2011-01-01,11
"UK","REACH","Y15-64","NR","F","EE",2011-01-01,0
"UK","REACH","Y15-64","NR","F","EL",2011-01-01,2
"UK","REACH","Y15-64","NR","F","FI",2011-01-01,4
"UK","REACH","Y15-64","NR","F","FR",2011-01-01,103
"UK","REACH","Y15-64","NR","F","HR",2011-01-01,2
"UK","REACH","Y15-64","NR","F","HU",2011-01-01,1
"UK","REACH","Y15-64","NR","F","IE",2011-01-01,32
"UK","REACH","Y15-64","NR","F","IS",2011-01-01,2
"UK","REACH","Y15-64","NR","F","IT",2011-01-01,42
"UK","REACH","Y15-64","NR","F","LI",2011-01-01,0
"UK","REACH","Y15-64","NR","F","LU",2011-01-01,28
"UK","REACH","Y15-64","NR","F","NL",2011-01-01,86
"UK","REACH","Y15-64","NR","F","NO",2011-01-01,10
"UK","REACH","Y15-64","NR","F","PT",2011-01-01,4
"UK","REACH","Y15-64","NR","F","SE",2011-01-01,103
"UK","REACH","Y15-64","NR","F","SI",2011-01-01,0
"UK","REACH","Y15-64","NR","F","SK",2011-01-01,0
"UK","REACH","Y15-64","NR","M","BE",2011-01-01,49
"UK","REACH","Y15-64","NR","M","CH",2011-01-01,138
"UK","REACH","Y15-64","NR","M","CY",2011-01-01,127
"UK","REACH","Y15-64","NR","M","DE",2011-01-01,115
"UK","REACH","Y15-64","NR","M","DK",2011-01-01,12
"UK","REACH","Y15-64","NR","M","EE",2011-01-01,0
"UK","REACH","Y15-64","NR","M","EL",2011-01-01,3
"UK","REACH","Y15-64","NR","M","FI",2011-01-01,7
"UK","REACH","Y15-64","NR","M","FR",2011-01-01,99
"UK","REACH","Y15-64","NR","M","HR",2011-01-01,4
"UK","REACH","Y15-64","NR","M","HU",2011-01-01,2
"UK","REACH","Y15-64","NR","M","IE",2011-01-01,27
"UK","REACH","Y15-64","NR","M","IS",2011-01-01,2
"UK","REACH","Y15-64","NR","M","IT",2011-01-01,30
"UK","REACH","Y15-64","NR","M","LI",2011-01-01,0
"UK","REACH","Y15-64","NR","M","LU",2011-01-01,13
"UK","REACH","Y15-64","NR","M","NL",2011-01-01,85
"UK","REACH","Y15-64","NR","M","NO",2011-01-01,20
"UK","REACH","Y15-64","NR","M","PT",2011-01-01,5
"UK","REACH","Y15-64","NR","M","SE",2011-01-01,136
"UK","REACH","Y15-64","NR","M","SI",2011-01-01,0
"UK","REACH","Y15-64","NR","M","SK",2011-01-01,0
"UK","REACH","Y15-64","NR","T","BE",2011-01-01,80
"UK","REACH","Y15-64","NR","T","CH",2011-01-01,274
"UK","REACH","Y15-64","NR","T","CY",2011-01-01,322
"UK","REACH","Y15-64","NR","T","DE",2011-01-01,233
"UK","REACH","Y15-64","NR","T","DK",2011-01-01,23
"UK","REACH","Y15-64","NR","T","EE",2011-01-01,0
"UK","REACH","Y15-64","NR","T","EL",2011-01-01,5
"UK","REACH","Y15-64","NR","T","FI",2011-01-01,11
"UK","REACH","Y15-64","NR","T","FR",2011-01-01,202
"UK","REACH","Y15-64","NR","T","HR",2011-01-01,6
"UK","REACH","Y15-64","NR","T","HU",2011-01-01,3
"UK","REACH","Y15-64","NR","T","IE",2011-01-01,59
"UK","REACH","Y15-64","NR","T","IS",2011-01-01,4
"UK","REACH","Y15-64","NR","T","IT",2011-01-01,72
"UK","REACH","Y15-64","NR","T","LI",2011-01-01,0
"UK","REACH","Y15-64","NR","T","LU",2011-01-01,41
"UK","REACH","Y15-64","NR","T","NL",2011-01-01,171
"UK","REACH","Y15-64","NR","T","NO",2011-01-01,30
"UK","REACH","Y15-64","NR","T","PT",2011-01-01,9
"UK","REACH","Y15-64","NR","T","SE",2011-01-01,239
"UK","REACH","Y15-64","NR","T","SI",2011-01-01,0
"UK","REACH","Y15-64","NR","T","SK",2011-01-01,0
"UK","REACH","Y20-24","NR","F","BE",2011-01-01,3
"UK","REACH","Y20-24","NR","F","CH",2011-01-01,12
"UK","REACH","Y20-24","NR","F","CY",2011-01-01,20
"UK","REACH","Y20-24","NR","F","DE",2011-01-01,1
"UK","REACH","Y20-24","NR","F","DK",2011-01-01,2
"UK","REACH","Y20-24","NR","F","EE",2011-01-01,0
"UK","REACH","Y20-24","NR","F","EL",2011-01-01,2
"UK","REACH","Y20-24","NR","F","FI",2011-01-01,1
"UK","REACH","Y20-24","NR","F","FR",2011-01-01,2
"UK","REACH","Y20-24","NR","F","HR",2011-01-01,0
"UK","REACH","Y20-24","NR","F","HU",2011-01-01,0
"UK","REACH","Y20-24","NR","F","IE",2011-01-01,1
"UK","REACH","Y20-24","NR","F","IS",2011-01-01,0
"UK","REACH","Y20-24","NR","F","IT",2011-01-01,0
"UK","REACH","Y20-24","NR","F","LI",2011-01-01,0
"UK","REACH","Y20-24","NR","F","LU",2011-01-01,7
"UK","REACH","Y20-24","NR","F","NL",2011-01-01,6
"UK","REACH","Y20-24","NR","F","NO",2011-01-01,1
"UK","REACH","Y20-24","NR","F","PT",2011-01-01,1
"UK","REACH","Y20-24","NR","F","SE",2011-01-01,1
"UK","REACH","Y20-24","NR","F","SI",2011-01-01,0
"UK","REACH","Y20-24","NR","F","SK",2011-01-01,0
"UK","REACH","Y20-24","NR","M","BE",2011-01-01,2
"UK","REACH","Y20-24","NR","M","CH",2011-01-01,3
"UK","REACH","Y20-24","NR","M","CY",2011-01-01,7
"UK","REACH","Y20-24","NR","M","DE",2011-01-01,8
"UK","REACH","Y20-24","NR","M","DK",2011-01-01,1
"UK","REACH","Y20-24","NR","M","EE",2011-01-01,0
"UK","REACH","Y20-24","NR","M","EL",2011-01-01,0
"UK","REACH","Y20-24","NR","M","FI",2011-01-01,0
"UK","REACH","Y20-24","NR","M","FR",2011-01-01,1
"UK","REACH","Y20-24","NR","M","HR",2011-01-01,1
"UK","REACH","Y20-24","NR","M","HU",2011-01-01,0
"UK","REACH","Y20-24","NR","M","IE",2011-01-01,1
"UK","REACH","Y20-24","NR","M","IS",2011-01-01,1
"UK","REACH","Y20-24","NR","M","IT",2011-01-01,0
"UK","REACH","Y20-24","NR","M","LI",2011-01-01,0
"UK","REACH","Y20-24","NR","M","LU",2011-01-01,0
"UK","REACH","Y20-24","NR","M","NL",2011-01-01,2
"UK","REACH","Y20-24","NR","M","PT",2011-01-01,0
"UK","REACH","Y20-24","NR","M","SE",2011-01-01,3
"UK","REACH","Y20-24","NR","M","SI",2011-01-01,0
"UK","REACH","Y20-24","NR","M","SK",2011-01-01,0
"UK","REACH","Y20-24","NR","T","BE",2011-01-01,5
"UK","REACH","Y20-24","NR","T","CH",2011-01-01,15
"UK","REACH","Y20-24","NR","T","CY",2011-01-01,27
"UK","REACH","Y20-24","NR","T","DE",2011-01-01,9
"UK","REACH","Y20-24","NR","T","DK",2011-01-01,3
"UK","REACH","Y20-24","NR","T","EE",2011-01-01,0
"UK","REACH","Y20-24","NR","T","EL",2011-01-01,2
"UK","REACH","Y20-24","NR","T","FI",2011-01-01,1
"UK","REACH","Y20-24","NR","T","FR",2011-01-01,3
"UK","REACH","Y20-24","NR","T","HR",2011-01-01,1
"UK","REACH","Y20-24","NR","T","HU",2011-01-01,0
"UK","REACH","Y20-24","NR","T","IE",2011-01-01,2
"UK","REACH","Y20-24","NR","T","IS",2011-01-01,1
"UK","REACH","Y20-24","NR","T","IT",2011-01-01,0
"UK","REACH","Y20-24","NR","T","LI",2011-01-01,0
"UK","REACH","Y20-24","NR","T","LU",2011-01-01,7
"UK","REACH","Y20-24","NR","T","NL",2011-01-01,8
"UK","REACH","Y20-24","NR","T","NO",2011-01-01,1
"UK","REACH","Y20-24","NR","T","PT",2011-01-01,1
"UK","REACH","Y20-24","NR","T","SE",2011-01-01,4
"UK","REACH","Y20-24","NR","T","SI",2011-01-01,0
"UK","REACH","Y20-24","NR","T","SK",2011-01-01,0
"UK","REACH","Y25-29","NR","F","BE",2011-01-01,2
"UK","REACH","Y25-29","NR","F","CH",2011-01-01,8
"UK","REACH","Y25-29","NR","F","CY",2011-01-01,18
"UK","REACH","Y25-29","NR","F","DE",2011-01-01,7
"UK","REACH","Y25-29","NR","F","DK",2011-01-01,1
"UK","REACH","Y25-29","NR","F","EE",2011-01-01,0
"UK","REACH","Y25-29","NR","F","EL",2011-01-01,0
"UK","REACH","Y25-29","NR","F","FI",2011-01-01,0
"UK","REACH","Y25-29","NR","F","FR",2011-01-01,1
"UK","REACH","Y25-29","NR","F","HR",2011-01-01,1
"UK","REACH","Y25-29","NR","F","HU",2011-01-01,0
"UK","REACH","Y25-29","NR","F","IE",2011-01-01,2
"UK","REACH","Y25-29","NR","F","IS",2011-01-01,0
"UK","REACH","Y25-29","NR","F","IT",2011-01-01,1
"UK","REACH","Y25-29","NR","F","LI",2011-01-01,0
"UK","REACH","Y25-29","NR","F","LU",2011-01-01,4
"UK","REACH","Y25-29","NR","F","NL",2011-01-01,6
"UK","REACH","Y25-29","NR","F","NO",2011-01-01,1
"UK","REACH","Y25-29","NR","F","PT",2011-01-01,0
"UK","REACH","Y25-29","NR","F","SE",2011-01-01,3
"UK","REACH","Y25-29","NR","F","SI",2011-01-01,0
"UK","REACH","Y25-29","NR","F","SK",2011-01-01,0
"UK","REACH","Y25-29","NR","M","BE",2011-01-01,6
"UK","REACH","Y25-29","NR","M","CH",2011-01-01,10
"UK","REACH","Y25-29","NR","M","CY",2011-01-01,11
"UK","REACH","Y25-29","NR","M","DE",2011-01-01,5
"UK","REACH","Y25-29","NR","M","DK",2011-01-01,1
"UK","REACH","Y25-29","NR","M","EE",2011-01-01,0
"UK","REACH","Y25-29","NR","M","EL",2011-01-01,0
"UK","REACH","Y25-29","NR","M","FI",2011-01-01,1
"UK","REACH","Y25-29","NR","M","FR",2011-01-01,2
"UK","REACH","Y25-29","NR","M","HR",2011-01-01,0
"UK","REACH","Y25-29","NR","M","HU",2011-01-01,1
"UK","REACH","Y25-29","NR","M","IE",2011-01-01,1
"UK","REACH","Y25-29","NR","M","IS",2011-01-01,1
"UK","REACH","Y25-29","NR","M","IT",2011-01-01,2
"UK","REACH","Y25-29","NR","M","LI",2011-01-01,0
"UK","REACH","Y25-29","NR","M","LU",2011-01-01,3
"UK","REACH","Y25-29","NR","M","NL",2011-01-01,6
"UK","REACH","Y25-29","NR","M","PT",2011-01-01,0
"UK","REACH","Y25-29","NR","M","SE",2011-01-01,5
"UK","REACH","Y25-29","NR","M","SI",2011-01-01,0
"UK","REACH","Y25-29","NR","M","SK",2011-01-01,0
"UK","REACH","Y25-29","NR","T","BE",2011-01-01,8
"UK","REACH","Y25-29","NR","T","CH",2011-01-01,18
"UK","REACH","Y25-29","NR","T","CY",2011-01-01,29
"UK","REACH","Y25-29","NR","T","DE",2011-01-01,12
"UK","REACH","Y25-29","NR","T","DK",2011-01-01,2
"UK","REACH","Y25-29","NR","T","EE",2011-01-01,0
"UK","REACH","Y25-29","NR","T","EL",2011-01-01,0
"UK","REACH","Y25-29","NR","T","FI",2011-01-01,1
"UK","REACH","Y25-29","NR","T","FR",2011-01-01,3
"UK","REACH","Y25-29","NR","T","HR",2011-01-01,1
"UK","REACH","Y25-29","NR","T","HU",2011-01-01,1
"UK","REACH","Y25-29","NR","T","IE",2011-01-01,3
"UK","REACH","Y25-29","NR","T","IS",2011-01-01,1
"UK","REACH","Y25-29","NR","T","IT",2011-01-01,3
"UK","REACH","Y25-29","NR","T","LI",2011-01-01,0
"UK","REACH","Y25-29","NR","T","LU",2011-01-01,7
"UK","REACH","Y25-29","NR","T","NL",2011-01-01,12
"UK","REACH","Y25-29","NR","T","NO",2011-01-01,1
"UK","REACH","Y25-29","NR","T","PT",2011-01-01,0
"UK","REACH","Y25-29","NR","T","SE",2011-01-01,8
"UK","REACH","Y25-29","NR","T","SI",2011-01-01,0
"UK","REACH","Y25-29","NR","T","SK",2011-01-01,0
"UK","REACH","Y30-34","NR","F","BE",2011-01-01,2
"UK","REACH","Y30-34","NR","F","CH",2011-01-01,9
"UK","REACH","Y30-34","NR","F","CY",2011-01-01,28
"UK","REACH","Y30-34","NR","F","DE",2011-01-01,8
"UK","REACH","Y30-34","NR","F","DK",2011-01-01,1
"UK","REACH","Y30-34","NR","F","EE",2011-01-01,0
"UK","REACH","Y30-34","NR","F","EL",2011-01-01,0
"UK","REACH","Y30-34","NR","F","FI",2011-01-01,1
"UK","REACH","Y30-34","NR","F","FR",2011-01-01,10
"UK","REACH","Y30-34","NR","F","HR",2011-01-01,0
"UK","REACH","Y30-34","NR","F","HU",2011-01-01,0
"UK","REACH","Y30-34","NR","F","IE",2011-01-01,6
"UK","REACH","Y30-34","NR","F","IS",2011-01-01,1
"UK","REACH","Y30-34","NR","F","IT",2011-01-01,5
"UK","REACH","Y30-34","NR","F","LI",2011-01-01,0
"UK","REACH","Y30-34","NR","F","LU",2011-01-01,2
"UK","REACH","Y30-34","NR","F","NL",2011-01-01,9
"UK","REACH","Y30-34","NR","F","NO",2011-01-01,3
"UK","REACH","Y30-34","NR","F","PT",2011-01-01,0
"UK","REACH","Y30-34","NR","F","SE",2011-01-01,11
"UK","REACH","Y30-34","NR","F","SI",2011-01-01,0
"UK","REACH","Y30-34","NR","F","SK",2011-01-01,0
"UK","REACH","Y30-34","NR","M","BE",2011-01-01,2
"UK","REACH","Y30-34","NR","M","CH",2011-01-01,10
"UK","REACH","Y30-34","NR","M","CY",2011-01-01,24
"UK","REACH","Y30-34","NR","M","DE",2011-01-01,5
"UK","REACH","Y30-34","NR","M","DK",2011-01-01,1
"UK","REACH","Y30-34","NR","M","EE",2011-01-01,0
"UK","REACH","Y30-34","NR","M","EL",2011-01-01,0
"UK","REACH","Y30-34","NR","M","FI",2011-01-01,1
"UK","REACH","Y30-34","NR","M","FR",2011-01-01,3
"UK","REACH","Y30-34","NR","M","HR",2011-01-01,0
"UK","REACH","Y30-34","NR","M","HU",2011-01-01,0
"UK","REACH","Y30-34","NR","M","IE",2011-01-01,4
"UK","REACH","Y30-34","NR","M","IS",2011-01-01,0
"UK","REACH","Y30-34","NR","M","IT",2011-01-01,5
"UK","REACH","Y30-34","NR","M","LI",2011-01-01,0
"UK","REACH","Y30-34","NR","M","LU",2011-01-01,1
"UK","REACH","Y30-34","NR","M","NL",2011-01-01,7
"UK","REACH","Y30-34","NR","M","PT",2011-01-01,1
"UK","REACH","Y30-34","NR","M","SE",2011-01-01,8
"UK","REACH","Y30-34","NR","M","SI",2011-01-01,0
"UK","REACH","Y30-34","NR","M","SK",2011-01-01,0
"UK","REACH","Y30-34","NR","T","BE",2011-01-01,4
"UK","REACH","Y30-34","NR","T","CH",2011-01-01,19
"UK","REACH","Y30-34","NR","T","CY",2011-01-01,52
"UK","REACH","Y30-34","NR","T","DE",2011-01-01,13
"UK","REACH","Y30-34","NR","T","DK",2011-01-01,2
"UK","REACH","Y30-34","NR","T","EE",2011-01-01,0
"UK","REACH","Y30-34","NR","T","EL",2011-01-01,0
"UK","REACH","Y30-34","NR","T","FI",2011-01-01,2
"UK","REACH","Y30-34","NR","T","FR",2011-01-01,13
"UK","REACH","Y30-34","NR","T","HR",2011-01-01,0
"UK","REACH","Y30-34","NR","T","HU",2011-01-01,0
"UK","REACH","Y30-34","NR","T","IE",2011-01-01,10
"UK","REACH","Y30-34","NR","T","IS",2011-01-01,1
"UK","REACH","Y30-34","NR","T","IT",2011-01-01,10
"UK","REACH","Y30-34","NR","T","LI",2011-01-01,0
"UK","REACH","Y30-34","NR","T","LU",2011-01-01,3
"UK","REACH","Y30-34","NR","T","NL",2011-01-01,16
"UK","REACH","Y30-34","NR","T","NO",2011-01-01,3
"UK","REACH","Y30-34","NR","T","PT",2011-01-01,1
"UK","REACH","Y30-34","NR","T","SE",2011-01-01,19
"UK","REACH","Y30-34","NR","T","SI",2011-01-01,0
"UK","REACH","Y30-34","NR","T","SK",2011-01-01,0
"UK","REACH","Y35-39","NR","F","BE",2011-01-01,2
"UK","REACH","Y35-39","NR","F","CH",2011-01-01,13
"UK","REACH","Y35-39","NR","F","CY",2011-01-01,14
"UK","REACH","Y35-39","NR","F","DE",2011-01-01,16
"UK","REACH","Y35-39","NR","F","DK",2011-01-01,2
"UK","REACH","Y35-39","NR","F","EE",2011-01-01,0
"UK","REACH","Y35-39","NR","F","EL",2011-01-01,0
"UK","REACH","Y35-39","NR","F","FI",2011-01-01,1
"UK","REACH","Y35-39","NR","F","FR",2011-01-01,17
"UK","REACH","Y35-39","NR","F","HR",2011-01-01,0
"UK","REACH","Y35-39","NR","F","HU",2011-01-01,0
"UK","REACH","Y35-39","NR","F","IE",2011-01-01,4
"UK","REACH","Y35-39","NR","F","IS",2011-01-01,0
"UK","REACH","Y35-39","NR","F","IT",2011-01-01,5
"UK","REACH","Y35-39","NR","F","LI",2011-01-01,0
"UK","REACH","Y35-39","NR","F","LU",2011-01-01,2
"UK","REACH","Y35-39","NR","F","NL",2011-01-01,9
"UK","REACH","Y35-39","NR","F","PT",2011-01-01,0
"UK","REACH","Y35-39","NR","F","SE",2011-01-01,17
"UK","REACH","Y35-39","NR","F","SI",2011-01-01,0
"UK","REACH","Y35-39","NR","F","SK",2011-01-01,0
"UK","REACH","Y35-39","NR","M","BE",2011-01-01,5
"UK","REACH","Y35-39","NR","M","CH",2011-01-01,16
"UK","REACH","Y35-39","NR","M","CY",2011-01-01,14
"UK","REACH","Y35-39","NR","M","DE",2011-01-01,16
"UK","REACH","Y35-39","NR","M","DK",2011-01-01,0
"UK","REACH","Y35-39","NR","M","EE",2011-01-01,0
"UK","REACH","Y35-39","NR","M","EL",2011-01-01,1
"UK","REACH","Y35-39","NR","M","FI",2011-01-01,1
"UK","REACH","Y35-39","NR","M","FR",2011-01-01,8
"UK","REACH","Y35-39","NR","M","HR",2011-01-01,0
"UK","REACH","Y35-39","NR","M","HU",2011-01-01,0
"UK","REACH","Y35-39","NR","M","IE",2011-01-01,2
"UK","REACH","Y35-39","NR","M","IS",2011-01-01,0
"UK","REACH","Y35-39","NR","M","IT",2011-01-01,8
"UK","REACH","Y35-39","NR","M","LI",2011-01-01,0
"UK","REACH","Y35-39","NR","M","LU",2011-01-01,1
"UK","REACH","Y35-39","NR","M","NL",2011-01-01,1
"UK","REACH","Y35-39","NR","M","NO",2011-01-01,4
"UK","REACH","Y35-39","NR","M","PT",2011-01-01,0
